filename,Country,State/Province,County,Location,Scientific name,Scientific author,Habitat and description,Collected by,Collector Number,Collection date,collection
000008516.large.png,United States,FL,Gadsden,"Cleared pine flatwoods, 2.5 miles West of Gretna.",Aster adnatus,Nutt.,Cleared pine flatwoods.,R. K. Godfrey,64954,11/7/1964,Herbarium
000008517.large.png,United States,FL,Leon,"Sand ridge site, Van Zandt Road, West of Tallahassee.",Aster adnatus,Nutt.,"Some plants with a single bushy branched main stem, some with several main stems from the base, each bushy branched. Frequent in clearcut and site-prepared sand ridge site, recently planted to slash pine.",R. K. Godfrey,75775,11/7/1976,Herbarium
000008518.large.png,United States,FL,Leon,Along sandy road leading to Larkins Bluff on Ochlockenee River; 26 miles west of Talahassee.,Aster adnatus,Nuttall,Occasional along sandy road leading to Larkins Bluff on Ochlockenee River. Rays pale blue.,R. Kral,1784,11/12/1955,Herbarium
000008519.large.png,United States,FL,Santa Rosa,"Clearing of floodplain woodland, along the Escambia River, west of Jay.",Aster adnatus,Nutt.,Clearing of floodplain woodland.,R. K. Godfrey,55267,10/28/1956,Herbarium
000008520.large.png,United States,FL,Bay,"Zone between swampy woodland and sand ridge, 3 miles East of Lynn Haven.",Aster adnatus,Nutt.,Zone between swampy woodland and sand ridge.,R. K. Godfrey,61625,11/3/1961,Herbarium
000008521.large.png,United States,FL,Hillsborough,"Ca. seven miles northwest of Tampa along Old Memorial Highway, northwest of Hillsborough avenue.",Aster adnatus,Nutt.,Grassy roadside margin in disturbed open pineland with saw palmetto. Abundant in recently cleared palmetto.,Olga Lakela,25606,12/24/1962,Herbarium
000008522.large.png,United States,FL,Calhoun,"Recently burnded-over wire grass-long leaf pine savana near route 71, 9 miles North Chipola River.",Aster adnatus,Nutt.,Recently burned-over wire grass-long leaf pine savana near road.,A. F. Clewell,733,11/10/1962,Herbarium
000008523.large.png,United States,FL,Liberty,"Oak ridge, Torreya State Park.",Aster adnatus,Nuttall,"Longleaf pine, scrub oak ridge, infrequent.",R. K. Godfrey,73141,11/12/1973,Herbarium
000008524.large.png,United States,FL,Monroe,Big Pine Key.,Aster bracei,Britton,"In salt marsh, plants scattered, wiry; rays lavender.",Victoria I. Sullivan,1055,10/7/1967,Herbarium
000008525.large.png,United States,FL,Putnam,"Bordering St. Johns River at the Moorings Motel and Marina, East of highway 17 on North side of Palatka.",Aster carolinianus,Walt.,Frequent vine amongst bushes bordering river.,Loran C. Anderson,"18,115",9/15/1997,Herbarium
000008526.large.png,United States,FL,Franklin,In wet ground among the reeds near the beach Apalachicola.,Aster carolinianus,Walter,"ligules magenta-colored; plants forming large sprawling stands, in wet ground among the reeds near the beach.",Almut G. Jones,6600,10/21/1983,Herbarium
000008527.large.png,United States,FL,Alachua,"S/R 346, 2.7 miles east of U.S. 441, south of Gainesville",Aster carolinianus,unknown,"Rich, mucky-type soil along margin of swampy area (river styx swamp). Plant with older parts of stem definitely woody, much branched divaricately and scrambling over other vegetation, or forming its own tongles; Pappus sumple, the heads large and showy; leaves with auriculate - clasping bases; rays blue or bluish.","A. Gholson, Jr.",8582,11/14/1980,Herbarium
000008528.large.png,United States,FL,St Johns,"In water at edge of Trout Creek near St. Johns River, by Fla. route 16.",Aster carolinianus,Walt.,Scrambling shrub; in water at edge of Trout Creek. Fresh rays lavender-pink.,R. K. Godfrey with Christopher Campbell,76889,11/2/1978,Herbarium
000008529.large.png,United States,FL,Wakulla,Bordering McBride slough just South of Route 267 bridge; ca. 10 air miles South of Tallahassee.,Aster carolinianus,Walt.,Frequent vine amongst shrubs and trees bordering McBride slough.,Loran C. Anderson,7764,11/1/1984,Herbarium
000008530.large.png,United States,FL,Citrus,"Shores of Withlacoochee River, 1.5 m. East of Pineola.",Aster carolinianus,Walt.,"Growing vine-like on bottomland and brush, shores of river.",R. K. Godfrey and J. P. Gillespie,54333,12/3/1955,Herbarium
000008531.large.png,United States,FL,Martin,"Shady banks of North Fork of Loxahatchee River, near Jupiter.",Aster carolinianus,Walt.,"Twining thru mangroves, shady banks of river.",Dale Samler,47,1960/01,Herbarium
000008532.large.png,United States,FL,Hillsborough,"NW of Tampa, on Old Memorial highway about 1.8 miles north #580.",Aster carolinianus,Walt.,"Open pineland with Sabal and saw-palmetto. Pioneer. association in cleared constructions site. Common, mostly in post anthesis.",O. Lakela 25605,25605,12/24/1962,Herbarium
000008533.large.png,United States,FL,Wakulla,"Bordering marshes, St. Marks.",Aster carolinianus,Walt.,"Shrubby thickets bordering marshes. Plants shrubby, diffusely branched and spread-throughout tall shrubs.",R. K. Godfrey and John Morrill,52594,10/24/1954,Herbarium
